#noautoenter  下线回城
#runplayer    允许穿人
#runmon       允许穿怪
#nodiedropitem 死亡不掉东西
#noprotectnewer 不保护新手
#masktype(0)  地图摭罩
#pkprohibit   禁止PK
#pkallow      允许PK(不加PK值)
#nochangeequiplist 禁止切换装备选项
#noseeothers   看不到其他玩家
#nodropitem 禁止扔东西
#addcofingroup  杀怪加疲软值
#em(number) 杀怪倍数
#execallow 地图打怪扣体力值
#expmul(number) 人物最大经验倍数
#nointeract     屏蔽玩家名字,禁止聊天,禁止查看角色信息
#nomount 禁止坐骑
#lockaction 禁止攻击和使用技能

#[地图编号 地图编号  名字  脚本触发  配置字段(支持上述的功能)

#地表地图
#[kuafu vkf 跨服战 map.kuafu runmon,runplayer
[zzmt14   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt15   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt16   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt17   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt18   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt19   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt20   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt21   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt22    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt23    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt24    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt25   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt26   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt27   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt28   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt29   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt30   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt31   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt32   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt33   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt34    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt35    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt36    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt37   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt38   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt39   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt40   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt41   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt42   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt43   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt44   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt45   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt46    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt47    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt48    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt49   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt50   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt51   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt52   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt53   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt54   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt55   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt56   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt57   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt58    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt59    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt60    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt61   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt62   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt63   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt64   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt65   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt66   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt67   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt68   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt69   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt70    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt71    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt72    bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt73  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt74  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt75  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt76  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt77  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt78  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt79  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt80  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt81  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt82   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt83   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt84   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt85  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt86  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt87  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt88  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt89  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt90  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt91  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt92  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt93  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt94   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt95   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt96   bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt97  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt98  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt99  bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[zzmt100 bosstz 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave

[slzd1   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd2   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd2   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd3   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd4   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd5   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd6   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd7   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd8   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd9     vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd10    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd11    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd12    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd13   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd14   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd15   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd16   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd17   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd18   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd19   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd20   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd21   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd22    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd23    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd24    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd25   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd26   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd27   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd28   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd29   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd30   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd31   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd32   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd33   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd34    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd35    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd36    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd37   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd38   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd39   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd40   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd41   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd42   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd43   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd44   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd45   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd46    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd47    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd48    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd49   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd50   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd51   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd52   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd53   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd54   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd55   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd56   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd57   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd58    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd59    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd60    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd61   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd62   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd63   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd64   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd65   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd66   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd67   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd68   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd69   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd70    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd71    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd72    vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd73  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd74  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd75  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd76  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd77  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd78  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd79  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd80  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd81  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd82   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd83   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd84   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd85  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd86  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd87  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd88  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd89  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd90  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd91  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd92  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd93  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd94   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd95   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd96   vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd97  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd98  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd99  vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave
[slzd100 vslzd 裁决之地 map.slzdm runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave[slzd100 vslzd 通天塔 map.zmt runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave

[hhfb1      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb2      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb3      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb4      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb5      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb6      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb7      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb8      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb9      hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb10     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb11     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb12     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb13     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb14     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb15     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb16     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb17     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb18     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb19     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem
[hhfb20     hhfb    深渊魔域   map.raid_guild runplayer,runmon,trigerenterleave,noautoenter,nodiedropitem

[mtmt1   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt2   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt2   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt3   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt4   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt5   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt6   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt7   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
[mtmt8   bosstz 镇魔塔 map.zmt3 runmon,noautoenter,norelivestand,noprotectnewer,nodiedropitem,trigerenterleave,ds(406)
